referencia;numero;cnpj_cpf_cliente;descricao;servicos.referencia;servicos.quantidade;servicos.complemento;data_vigencia_inicial;data_vigencia_final;observacao_nao_fiscal;servicos.valor_unitario;dia_vencimento;data_primeiro_vencimento;data_proximo_reajuste;codigo_vendedor;situacao;recorrencia;tipo_faturamento;indice_reajuste;codigo_banco_conta;codigo_forma_pagamento;codigo_plano_contas;codigo_condicao_pagamento;observacao_fiscal
1485;1485;75.438.911/0001-02;Sistemas ASP (ASP Softwares Lages) - Mensal;13;1;;01/07/2024;;Fidelidade 30/06/2025;50;10;10/02/2025;01/07/2025;1;1;1;1;0;8;5;89;;
1489;1489;00.569.966/0001-44;Sistemas ASP (ASP Softwares Lages) - Mensal;13;1;;01/07/2024;;Fidelidade 30/06/2025;317,52;5;05/02/2025;01/07/2025;1;1;1;1;0;8;5;89;;
1491;1491;08.698.315/0001-66;Sistemas ASP (ASP Softwares Lages) - Mensal;13;1;;01/07/2024;;Fidelidade 30/06/2025;208,77;5;05/02/2025;01/07/2025;1;1;1;1;0;8;5;89;;
1493;1493;81.839.854/0001-68;Sistemas ASP (ASP Softwares Lages) - Mensal;13;1;;01/07/2024;;Fidelidade 30/06/2025;492,6;5;05/02/2025;01/07/2025;1;1;1;1;0;8;5;89;;
1495;1495;09.129.767/0001-90;Sistemas ASP (ASP Softwares Lages) - Mensal;13;1;;01/07/2024;;Fidelidade 30/06/2025;1133,44;5;05/02/2025;01/07/2025;1;1;1;1;0;8;5;89;;
1499;1499;15.584.159/0001-78;Sistemas ASP (ASP Softwares Lages) - Mensal;13;1;;01/07/2024;;Fidelidade 01/07/2025;372,63;5;05/02/2025;01/07/2025;1;1;1;1;0;8;5;89;;
1531;1531;55.699.770/0014-80;Sistemas ASP (ASP Softwares Lages) - Mensal;13;1;;01/07/2024;;Fidelidade 30/06/2025;1074,29;5;05/02/2025;01/07/2025;1;1;1;1;0;8;5;89;;
1533;1533;40.566.683/0001-63;Sistemas ASP (ASP Softwares Lages) - Mensal;13;1;;01/07/2024;;Fidelidade 30/06/2025;350;5;05/02/2025;01/07/2025;1;1;1;1;0;8;5;89;;
1535;1535;21.534.929/0001-70;Sistemas ASP (ASP Softwares Lages) - Mensal;13;1;;01/07/2024;;Fidelidade 30/06/2025;342,76;5;05/02/2025;01/07/2025;1;1;1;1;0;8;5;89;;
1537;1537;11.791.801/0001-39;Sistemas ASP (ASP Softwares Lages) - Mensal;13;1;;01/07/2024;;Fidelidade 30/06/2025;459,38;5;05/02/2025;01/07/2025;1;1;1;1;0;8;5;89;;
1540;1540;07.270.395/0001-91;Sistemas ASP (ASP Softwares Lages) - Mensal;13;1;;01/07/2024;;Fidelidade 30/06/2025;459,38;5;05/02/2025;01/07/2025;1;1;1;1;0;8;5;89;;
1544;1544;80.065.865/0001-75;Sistemas ASP (ASP Softwares Lages) - Mensal;13;1;;01/07/2024;;Fidelidade 30/06/2025;933,53;5;05/02/2025;01/07/2025;1;1;1;1;0;8;5;89;;
1546;1546;80.065.865/0001-75;Sistemas ASP (ASP Softwares Lages) - Mensal;13;1;;01/07/2024;;Fidelidade 30/06/2025;415,75;5;05/02/2025;01/07/2025;1;1;1;1;0;8;5;89;;
1548;1548;83.397.158/0001-74;Sistemas ASP (ASP Softwares Lages) - Mensal;13;1;;01/07/2024;;Fidelidade 30/06/2025;240,46;5;05/02/2025;01/07/2025;1;1;1;1;0;8;5;89;;
1550;1550;05.937.790/0001-50;Sistemas ASP (ASP Softwares Lages) - Mensal;13;1;;01/07/2024;;Fidelidade 30/06/2025;674;5;05/02/2025;01/07/2025;1;1;1;1;0;8;5;89;;
1552;1552;36.024.376/0001-83;Sistemas ASP (ASP Softwares Lages) - Mensal;13;1;;01/07/2024;;Fidelidade 30/06/2025;261,25;5;05/02/2025;01/07/2025;1;1;1;1;0;8;5;89;;
1554;1554;21.787.877/0001-44;Sistemas ASP (ASP Softwares Lages) - Mensal;13;1;;01/07/2024;;Fidelidade 30/06/2025;439,5;5;05/02/2025;01/07/2025;1;1;1;1;0;8;5;89;;
1559;1559;05.705.501/0001-97;Sistemas ASP (ASP Softwares Lages) - Mensal;13;1;;01/07/2024;;Fidelidade 30/06/2025;152,9;15;15/02/2025;01/07/2025;1;1;1;1;0;8;5;89;;
1561;1561;53.076.591/0001-47;ASP Varejo - VHSys (ASP Softwares Lages) - Mensal;9;1;;01/07/2024;;Fidelidade 30/06/2025;319;15;15/02/2025;01/07/2025;1;1;1;1;0;8;5;89;;
1563;1563;16.870.963/0001-86;ASP Varejo - VHSys (ASP Softwares Lages) - Mensal;9;1;;01/07/2024;;Fidelidade 30/06/2025;331,54;15;15/02/2025;01/07/2025;1;1;1;1;0;8;5;89;;
1571;1571;20.262.081/0001-05;Sistemas ASP (ASP Softwares Lages) - Mensal;13;1;;01/07/2024;;Fidelidade 30/06/2025;245,12;5;05/02/2025;01/07/2025;1;1;1;1;0;8;5;89;;
1573;1573;02.609.038/0001-91;Sistemas ASP (ASP Softwares Lages) - Mensal;13;1;;01/07/2024;;Fidelidade 30/06/2025;882,73;20;20/02/2025;01/07/2025;1;1;1;1;0;8;5;89;;
1575;1575;24.744.788/0001-09;Sistemas ASP (ASP Softwares Lages) - Mensal;13;1;;01/07/2024;;Fidelidade 30/06/2025;245;20;20/02/2025;01/07/2025;1;1;1;1;0;8;5;89;;
1611;1611;26.092.664/0001-11;Sistemas ASP (ASP Softwares Lages) - Mensal;13;1;;01/07/2024;;Fidelidade 30/06/2025;233,83;5;05/02/2025;01/07/2025;1;1;1;1;0;8;5;89;;
1648;1648;41.260.789/0001-05;ASP Varejo - VHSys (ASP Softwares Lages) - Mensal;9;1;;01/07/2024;;Fidelidade 30/06/2025;368;15;15/02/2025;01/07/2025;1;1;1;1;0;8;5;89;;
1660;1660;12.605.982/0001-24;ASP Varejo Hiper (ASP Softwares Lages) - Mensal;11;1;;01/07/2024;;Fidelidade 30/06/2025;12934,97;15;15/02/2025;01/07/2025;1;1;1;1;0;8;5;89;;
1641;1641;09.363.232/0001-89;ASP PetShop 2024 (ASP Softwares Lages) - Mensal;4;1;;02/07/2024;;Fidelidade 01/07/2025;435,04;10;10/02/2025;02/07/2025;1;1;1;1;0;8;5;89;;
1471;1471;80.646.995/0001-00;Sistemas ASP (ASP Softwares Lages) - Mensal;13;1;;18/07/2024;;Fidelidade 17/07/2025;180;5;05/02/2025;18/07/2025;1;1;1;1;0;8;5;89;;
1542;1542;80.065.865/0001-75;Sistemas ASP (ASP Softwares Lages) - Mensal;13;1;;22/07/2024;;Fidelidade 21/07/2025;408,16;5;05/02/2025;22/07/2025;1;1;1;1;0;8;5;89;;
1578;1578;30.424.627/0001-30;ASP Varejo Hiper (ASP Softwares Lages) - Mensal;11;1;;24/07/2024;;Fidelidade 23/07/2025;3,9;15;15/02/2025;24/07/2025;1;1;1;1;0;8;5;89;;
1683;1683;19.900.396/0001-51;ASP Varejo - VHSys (ASP Softwares Lages) - Mensal;9;1;;16/08/2024;;Fidelidade 15/08/2025;220;15;15/02/2025;16/08/2025;1;1;1;1;0;8;5;89;;
1715;1715;50.412.901/0001-69;ASP Varejo Hiper (ASP Softwares Lages) - Mensal;11;1;;28/08/2024;;Fidelidade 27/08/2025;397,26;15;15/02/2025;28/08/2025;1;1;1;1;0;8;5;89;;
1753;1753;13.731.004/0001-91;ASP Varejo - VHSys 2024 (ASP Softwares Lages) - Mensal;10;1;;09/09/2024;;Fidelidade 08/09/2025;220;15;15/02/2025;09/09/2025;1;1;1;1;0;8;5;89;;
1792;1792;31.609.160/0002-47;ASP Varejo - Hiper 2024 (ASP Softwares Lages) - Mensal;8;1;;01/10/2024;22/11/2024;;279,9;15;15/11/2024;;1;2;1;1;0;8;5;89;;
1557;1557;82.185.588/0001-60;Sistemas ASP (ASP Softwares Lages) - Mensal;13;1;;01/07/2024;02/12/2024;Fidelidade 30/06/2025;360,97;15;01/08/2024;;1;2;1;1;0;8;5;89;;
2117;2117;49.139.602/0001-13;ASP Varejo - ConnectPlug 2024 (ASP Softwares Lages) - Mensal;5;1;;02/12/2024;10/12/2024;Fidelidade 01/12/2025;319,9;20;10/12/2025;;1;2;1;1;0;8;5;89;;
1795;1795;43.375.389/0001-62;ASP Varejo - Hiper 2024 (ASP Softwares Lages) - Mensal;8;1;;02/10/2024;;;350;15;15/02/2025;02/10/2025;1;1;1;1;0;8;5;89;;
1960;1960;57.776.725/0001-93;ASP Varejo - Hiper 2024 (ASP Softwares Lages) - Mensal;8;1;;25/10/2024;;Fidelidade 25/10/2024;259,9;10;10/02/2025;25/10/2025;1;1;1;1;0;8;5;89;;
2004;2004;41.648.846/0001-10;ASP Varejo - VHSys 2024 (ASP Softwares Lages) - Mensal;10;1;;06/11/2024;;Fidelidade 05/11/2025;269,9;17;17/02/2025;06/11/2025;1;1;1;1;0;8;5;89;;
2009;2009;32.547.956/0001-02;ASP Varejo - Hiper 2024 (ASP Softwares Lages) - Mensal;8;1;;08/11/2024;;Fidelidade 07/11/2025;350;15;15/02/2025;08/11/2025;1;1;1;1;0;8;5;89;;
2053;2053;31.985.919/0001-05;ASP Varejo - Hiper 2024 (ASP Softwares Lages) - Mensal;8;1;;18/11/2024;;Fidelidade 17/11/2025;279,9;21;21/02/2025;18/11/2025;1;1;1;1;0;8;5;89;;
2068;2068;36.913.560/0001-84;ASP Varejo - Hiper 2024 (ASP Softwares Lages) - Mensal;8;1;;22/11/2024;;Fidelidade 21/11/2025;289,9;15;15/02/2025;22/11/2025;1;1;1;1;0;8;5;89;;
2071;2071;20.719.230/0001-12;ASP Varejo - Hiper 2024 (ASP Softwares Lages) - Mensal;8;1;;27/11/2024;;Fidelidade 26/11/2025;319,9;5;05/02/2025;27/11/2025;1;1;1;1;0;8;5;89;;
2100;2100;28.157.407/0001-46;ASP Varejo - Hiper 2024 (ASP Softwares Lages) - Mensal;8;1;;27/11/2024;;Fidelidade 26/11/2025;279,9;15;15/02/2025;27/11/2025;1;1;1;1;0;8;5;89;;
2087;2087;20.666.280/0001-89;Sistema de Gerenciamento de Obras - ASP (ASP Softwares Lages) - Mensal;12;1;;28/11/2024;;Fidelidade 27/11/2026;800;27;27/02/2025;28/11/2025;1;1;1;1;0;8;5;89;;
2107;2107;10.672.315/0001-39;ASP Varejo - Hiper 2024 (ASP Softwares Lages) - Mensal;8;1;;28/11/2024;;Fidelidade 27/11/2025;269,9;15;15/02/2025;28/11/2025;1;1;1;1;0;8;5;89;;
2102;2102;48.819.483/0001-87;ASP Varejo - Hiper 2024 (ASP Softwares Lages) - Mensal;8;1;;29/11/2024;;Fidelidade 28/11/2025;309,9;10;10/02/2025;29/11/2025;1;1;1;1;0;8;5;89;;
2110;2110;72.375.819/0001-44;ASP Varejo - Hiper 2024 (ASP Softwares Lages) - Mensal;8;1;;29/11/2024;;Fidelidade 28/11/2025;269,9;25;25/02/2025;29/11/2025;1;1;1;1;0;8;5;89;;
2074;2074;02.659.010/0001-69;ASP Varejo - Hiper 2024 (ASP Softwares Lages) - Mensal;8;1;;05/12/2024;;Fidelidade 04/12/2025;279,9;10;10/02/2025;05/12/2025;1;1;1;1;0;8;5;89;;
2123;2123;32.547.956/0001-02;ASP Varejo - Hiper 2024 (ASP Softwares Lages) - Mensal;8;1;;06/12/2024;;Fidelidade 05/12/2025;209,9;25;25/02/2025;06/12/2025;1;1;1;1;0;8;5;89;;
2127;2127;57.428.028/0001-41;ASP Varejo - Hiper 2024 (ASP Softwares Lages) - Mensal;8;1;;10/12/2024;;Fidelidade 09/12/2025;259,9;15;15/02/2025;10/12/2025;1;1;1;1;0;8;5;89;;
2130;2130;09.580.680/0001-34;ASP Varejo - Hiper 2024 (ASP Softwares Lages) - Mensal;8;1;;13/12/2024;;Fidelidade 12/12/2025;255,92;15;15/02/2025;13/12/2025;1;1;1;1;0;8;5;89;;
2136;2136;42.514.567/0001-26;ASP Varejo - Hiper 2024 (ASP Softwares Lages) - Mensal;8;1;;13/12/2024;;Fidelidade 12/12/2025;169,9;5;05/02/2025;13/12/2025;1;1;1;1;0;8;5;89;;
2138;2138;41.845.084/0001-41;ASP Varejo - Hiper 2024 (ASP Softwares Lages) - Mensal;8;1;;20/12/2024;;Fidelidade 19/12/2025;240;15;15/02/2025;20/12/2025;1;1;1;1;0;8;5;89;;
2151;2151;53.178.587/0001-90;ASP Varejo - Hiper 2024 (ASP Softwares Lages) - Mensal;8;1;;13/01/2025;;Fidelidade 12/01/2026;199,9;15;15/02/2025;13/01/2026;1;1;1;1;0;8;5;89;;
2160;2160;30.947.532/0001-00;ASP Varejo - Hiper 2024 (ASP Softwares Lages) - Mensal;8;1;;17/01/2025;;Fidelidade 16/01/2026;279,9;15;15/02/2025;17/01/2026;1;1;1;1;0;8;5;89;;
2187;2187;57.581.807/0001-82;ASP Varejo - Hiper 2024 (ASP Softwares Lages) - Mensal;8;1;;28/01/2025;;Fidelidade 27/01/2026;279,9;25;25/02/2025;28/01/2026;1;1;1;1;0;8;5;89;;
2190;2190;58.773.668/0001-51;ASP Varejo - Hiper 2024 (ASP Softwares Lages) - Mensal;8;1;;29/01/2025;;Fidelidade 28/01/2026;259,9;25;25/02/2025;29/01/2026;1;1;1;1;0;8;5;89;;
2220;2220;28.345.731/0001-98;ASP Varejo - Hiper 2024 (ASP Softwares Lages) - Mensal;8;1;;31/01/2025;;Fidelidade 30/01/2026;259,9;5;05/02/2025;31/01/2026;1;1;1;1;0;8;5;89;;
2235;2235;59.140.975/0001-68;ASP Varejo - Hiper 2024 (ASP Softwares Lages) - Mensal;8;1;;03/02/2025;;Fidelidade 02/02/2026;259,9;20;20/02/2025;03/02/2026;1;1;1;1;0;8;5;89;;
2238;2238;58.886.609/0001-90;ASP Hiper Mini 2024 (ASP Softwares Lages) - Mensal;3;1;;03/02/2025;;Fidelidade 02/02/2026;120;1;01/03/2025;03/02/2026;1;1;1;1;0;8;5;89;;
2247;2247;19.320.326/0001-24;ASP Varejo - Hiper 2024 (ASP Softwares Lages) - Mensal;8;1;;06/02/2025;;Fidelidade 05/02/2026;329,9;1;01/03/2025;06/02/2026;1;1;1;1;0;8;5;89;;
2252;2252;45.038.329/0001-80;ASP Varejo - VHSys 2024 (ASP Softwares Lages) - Mensal;10;1;;10/02/2025;;Fidelidade 09/02/2026;150;1;01/03/2025;10/02/2026;1;1;1;1;0;8;5;89;;
2256;2256;32.746.643/0001-75;ASP Varejo - Hiper 2024 (ASP Softwares Lages) - Mensal;8;1;;13/02/2025;;Fidelidade 12/02/2026;259,9;1;01/03/2025;13/02/2026;1;1;1;1;0;8;5;89;;
