referencia_busca_cliente;id_importacao_pessoa;referencia;numero;data_primeiro_vencimento;dia_vencimento;data_vigencia_inicial;data_vigencia_final;servicos.referencia;PLANO;recorrencia;servicos.valor_unitario;codigo_forma_pagamento;codigo_banco_conta;tipo_faturamento;codigo_vendedor
1;15074;16499;16499;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15073;16498;16498;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15072;16497;16497;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15071;16496;16496;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15070;16495;16495;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15069;16494;16494;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15068;16493;16493;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15067;16492;16492;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15066;16491;16491;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15065;16490;16490;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15064;16489;16489;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15063;16488;16488;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15062;16487;16487;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15061;16486;16486;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15060;16485;16485;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15059;16484;16484;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15058;16483;16483;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15057;16482;16482;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15056;16481;16481;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15055;16480;16480;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15054;16479;16479;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15053;16478;16478;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15052;16477;16477;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15051;16476;16476;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15050;16475;16475;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15049;16474;16474;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15048;16473;16473;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15047;16472;16472;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15046;16471;16471;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15045;16470;16470;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15044;16469;16469;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15043;16468;16468;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15042;16467;16467;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15041;16466;16466;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15040;16465;16465;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15039;16464;16464;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15038;16463;16463;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15037;16462;16462;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15036;16461;16461;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15035;16460;16460;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15034;16459;16459;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15033;16458;16458;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15032;16457;16457;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15031;16456;16456;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15030;16455;16455;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15029;16454;16454;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15028;16453;16453;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15027;16452;16452;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15026;16451;16451;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15025;16450;16450;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15024;16449;16449;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15023;16448;16448;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15022;16447;16447;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15021;16446;16446;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15020;16445;16445;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15019;16444;16444;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15018;16443;16443;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15017;16442;16442;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15016;16441;16441;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15015;16440;16440;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15014;16439;16439;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15013;16438;16438;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15012;16437;16437;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15011;16436;16436;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15010;16435;16435;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15009;16434;16434;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15008;16433;16433;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15007;16432;16432;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15006;16431;16431;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15005;16430;16430;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15004;16429;16429;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15003;16428;16428;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15002;16427;16427;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15001;16426;16426;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;15000;16425;16425;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14999;16424;16424;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14998;16423;16423;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14997;16422;16422;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14996;16421;16421;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14995;16420;16420;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14994;16419;16419;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14993;16418;16418;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14992;16417;16417;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14991;16416;16416;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14990;16415;16415;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14989;16414;16414;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14988;16413;16413;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14987;16412;16412;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14986;16411;16411;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14985;16410;16410;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14984;16409;16409;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14983;16408;16408;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14982;16407;16407;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14981;16406;16406;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14980;16405;16405;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14979;16404;16404;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14978;16403;16403;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14977;16402;16402;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14976;16401;16401;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14975;16400;16400;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14974;16399;16399;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14973;16398;16398;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14972;16397;16397;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14971;16396;16396;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14970;16395;16395;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14969;16394;16394;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14968;16393;16393;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14967;16392;16392;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14966;16391;16391;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14965;16390;16390;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14964;16389;16389;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14963;16388;16388;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14962;16387;16387;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14961;16386;16386;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14960;16385;16385;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14959;16384;16384;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14958;16383;16383;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14957;16382;16382;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14956;16381;16381;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14955;16380;16380;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14954;16379;16379;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14953;16378;16378;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14952;16377;16377;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14951;16376;16376;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14950;16375;16375;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14949;16374;16374;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14948;16373;16373;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14947;16372;16372;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14946;16371;16371;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14945;16370;16370;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14944;16369;16369;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14943;16368;16368;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14942;16367;16367;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14941;16366;16366;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14940;16365;16365;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14939;16364;16364;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14938;16363;16363;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14937;16362;16362;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14936;16361;16361;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14935;16360;16360;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14934;16359;16359;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14933;16358;16358;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14932;16357;16357;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14931;16356;16356;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14930;16355;16355;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14929;16354;16354;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14928;16353;16353;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14927;16352;16352;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14926;16351;16351;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14925;16350;16350;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14924;16349;16349;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14923;16348;16348;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14922;16347;16347;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14921;16346;16346;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14920;16345;16345;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14919;16344;16344;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14918;16343;16343;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14917;16342;16342;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14916;16341;16341;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14915;16340;16340;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14914;16339;16339;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14913;16338;16338;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14912;16337;16337;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14911;16336;16336;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14910;16335;16335;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14909;16334;16334;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14908;16333;16333;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14907;16332;16332;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14906;16330;16330;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14904;16329;16329;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14903;16328;16328;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14902;16327;16327;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14901;16326;16326;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14900;16325;16325;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14899;16324;16324;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14898;16323;16323;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14897;16322;16322;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14896;16321;16321;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14895;16320;16320;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14894;16319;16319;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14893;16318;16318;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14892;16317;16317;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14891;16316;16316;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14890;16315;16315;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14889;16314;16314;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14888;16313;16313;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14887;16312;16312;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14886;16311;16311;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14885;16310;16310;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14884;16309;16309;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14883;16308;16308;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14882;16307;16307;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14881;16306;16306;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14880;16305;16305;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14879;16304;16304;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14878;16303;16303;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14877;16302;16302;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14876;16301;16301;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14875;16300;16300;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14874;16299;16299;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14873;16298;16298;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14872;16297;16297;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14871;16296;16296;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14870;16295;16295;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14869;16294;16294;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14867;16291;16291;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14866;16292;16292;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14865;16290;16290;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14864;16289;16289;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14863;16288;16288;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14862;16287;16287;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14861;16286;16286;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14860;16285;16285;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14859;16284;16284;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14858;16283;16283;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14857;16282;16282;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14856;16281;16281;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14855;16280;16280;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14854;16279;16279;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14853;16278;16278;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14852;16277;16277;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14851;16276;16276;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14850;16275;16275;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14849;16274;16274;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14848;16273;16273;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14847;16272;16272;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14846;16271;16271;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14845;16270;16270;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14844;16269;16269;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14843;16268;16268;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14842;16267;16267;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14841;16266;16266;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14840;16265;16265;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14839;16264;16264;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14837;16263;16263;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14836;16261;16261;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14835;16260;16260;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14834;16259;16259;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14833;16258;16258;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14832;16257;16257;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14831;16256;16256;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14830;16255;16255;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14829;16254;16254;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14828;16253;16253;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14827;16252;16252;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14826;16251;16251;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
1;14825;16250;16250;22/09/2023;22;22/09/2023;21/11/2023;16;Basico Anual;12;2604;13;2;1;1
